ticker,horizon_years,start_price_drawdown,start,end,months,total_contributed,dca_final_value,lump_sum_final_value,dca_return,lump_sum_return,dca_vs_lump_sum,dca_max_drawdown,dca_days_to_recover,lump_sum_max_drawdown,lump_sum_days_to_recover,dca_worst_vs_contributed,lump_sum_worst_vs_contributed
VTI,1,-0.028365,2016-04-01,2017-03-31,12,120000.0,132409.564413,140808.282935,0.103413,0.173402,-0.059646,-0.058888,11.0,-0.058888,11.0,-0.037963,-0.02891
VTI,1,-0.020535,2016-05-02,2017-04-28,12,120000.0,132090.036439,141167.877672,0.10075,0.176399,-0.064305,-0.058888,11.0,-0.058888,11.0,-0.04249,-0.036672
VTI,1,-0.00856,2016-06-01,2017-05-31,12,120000.0,131617.794019,140873.26657,0.096815,0.173944,-0.065701,-0.058888,11.0,-0.058888,11.0,-0.048308,-0.048308
VTI,1,-0.009147,2016-07-01,2017-06-30,12,120000.0,131015.812796,141924.957582,0.091798,0.182708,-0.076866,-0.039037,6.0,-0.048247,11.0,-0.025061,-0.007451
VTI,1,-0.001346,2016-08-01,2017-07-31,12,120000.0,131593.317681,139525.568847,0.096611,0.162713,-0.056852,-0.036633,5.0,-0.048247,11.0,-0.031188,-0.035587
VTI,1,-0.006758,2016-09-01,2017-08-31,12,120000.0,130140.456449,139184.236096,0.084504,0.159869,-0.064977,-0.032723,5.0,-0.048247,11.0,-0.029721,-0.039386
VTI,1,-0.010815,2016-10-03,2017-09-29,12,120000.0,131654.953908,142809.7433,0.097125,0.190081,-0.078109,-0.025547,4.0,-0.03914,6.0,-0.024889,-0.037841
VTI,1,-0.03675,2016-11-01,2017-10-31,12,120000.0,132515.858803,149836.5411,0.104299,0.248638,-0.115597,-0.024786,12.0,-0.027144,13.0,-0.011936,-0.011936
VTI,1,-0.010825,2016-12-01,2017-11-30,12,120000.0,133961.173242,147251.515318,0.116343,0.227096,-0.090256,-0.02462,24.0,-0.027144,13.0,0.0,0.0
VTI,1,-0.005733,2017-01-03,2017-12-29,12,120000.0,133239.278897,144354.574339,0.110327,0.202955,-0.077,-0.024584,24.0,-0.027144,13.0,0.0,0.0
VTI,1,-0.009028,2017-02-01,2018-01-31,12,120000.0,137999.921815,150289.58034,0.149999,0.252413,-0.081773,-0.024538,24.0,-0.027144,13.0,-0.005606,0.0
VTI,1,0.0,2017-03-01,2018-02-28,12,120000.0,130386.42911,137620.548407,0.086554,0.146838,-0.052566,-0.097263,,-0.098393,,-0.02332,-0.027144
VTI,1,-0.015182,2017-04-03,2018-03-29,12,120000.0,126504.947963,136998.752978,0.054208,0.141656,-0.076598,-0.097154,,-0.098393,,-0.012147,-0.012147
VTI,1,-0.000732,2017-05-01,2018-04-30,12,120000.0,125884.61788,135476.313345,0.049038,0.128969,-0.0708,-0.097019,,-0.098393,,-0.014561,-0.014561
VTI,1,0.0,2017-06-01,2018-05-31,12,120000.0,127969.774186,136858.541918,0.066415,0.140488,-0.064949,-0.096854,,-0.098393,,-0.009475,-0.006163
VTI,1,-0.007487,2017-07-03,2018-06-29,12,120000.0,127351.454828,137464.44875,0.061262,0.145537,-0.073568,-0.096649,118.0,-0.098393,,-0.013341,-0.008738
VTI,1,-0.002591,2017-08-01,2018-07-31,12,120000.0,130048.841491,139454.978408,0.08374,0.162125,-0.067449,-0.09638,118.0,-0.098393,167.0,-0.022353,-0.022353
VTI,1,-0.000863,2017-09-01,2018-08-31,12,120000.0,132847.844005,143992.218206,0.107065,0.199935,-0.077396,-0.096022,117.0,-0.098393,167.0,-0.011729,-0.0077
VTI,1,0.0,2017-10-02,2018-09-28,12,120000.0,131119.145395,140422.466097,0.09266,0.170187,-0.066252,-0.095511,116.0,-0.098393,167.0,-0.024074,0.0
VTI,1,-0.001508,2017-11-01,2018-10-31,12,120000.0,119812.395596,127817.230418,-0.001563,0.065144,-0.062627,-0.103074,,-0.1034,,-0.035582,-0.005663
VTI,1,-0.00198,2017-12-01,2018-11-30,12,120000.0,121446.122657,126912.53478,0.012051,0.057604,-0.043072,-0.103042,,-0.1034,,-0.049001,-0.022126
VTI,1,0.0,2018-01-02,2018-12-31,12,120000.0,109674.052581,112920.173495,-0.08605,-0.058999,-0.028747,-0.192145,,-0.200464,,-0.142836,-0.117466
VTI,1,-0.016955,2018-02-01,2019-01-31,12,120000.0,119672.419444,117342.808441,-0.00273,-0.022143,0.019853,-0.191355,,-0.200464,,-0.145142,-0.155061
VTI,1,-0.064755,2018-03-01,2019-02-28,12,120000.0,124145.715153,127729.665517,0.034548,0.064414,-0.028059,-0.190445,,-0.200464,,-0.14415,-0.111876
VTI,1,-0.093227,2018-04-02,2019-03-29,12,120000.0,125183.806747,133606.629996,0.043198,0.113389,-0.063042,-0.189269,81.0,-0.200464,,-0.147736,-0.083989
VTI,1,-0.066495,2018-05-01,2019-04-30,12,120000.0,128799.682642,134874.596455,0.073331,0.123955,-0.045041,-0.187726,67.0,-0.200464,120.0,-0.155705,-0.11022
VTI,1,-0.032584,2018-06-01,2019-05-31,12,120000.0,119402.90015,121752.547144,-0.004976,0.014605,-0.019299,-0.185758,60.0,-0.200464,120.0,-0.162203,-0.14141
VTI,1,-0.033495,2018-07-02,2019-06-28,12,120000.0,127719.314711,130493.220166,0.064328,0.087444,-0.021257,-0.183181,57.0,-0.200464,120.0,-0.165668,-0.140601
VTI,1,-0.011662,2018-08-01,2019-07-31,12,120000.0,128565.427023,128546.754637,0.071379,0.071223,0.000145,-0.179505,53.0,-0.200464,120.0,-0.170682,-0.165211
VTI,1,-0.005112,2018-09-04,2019-08-30,12,120000.0,125281.979957,121720.372213,0.044016,0.014336,0.029261,-0.174047,50.0,-0.200464,120.0,-0.172049,-0.192729
VTI,1,-0.004722,2018-10-01,2019-09-30,12,120000.0,127431.869981,123281.177535,0.061932,0.027343,0.033669,-0.165156,42.0,-0.196671,109.0,-0.165156,-0.196671
VTI,1,-0.069467,2018-11-01,2019-10-31,12,120000.0,129971.37843,134635.825783,0.083095,0.121965,-0.034645,-0.160748,38.0,-0.163404,58.0,-0.149399,-0.140777
VTI,1,-0.050409,2018-12-03,2019-11-29,12,120000.0,133518.66753,136931.07666,0.112656,0.141092,-0.024921,-0.158021,24.0,-0.158021,53.0,-0.158021,-0.158021
VTI,1,-0.146828,2019-01-02,2019-12-31,12,120000.0,135906.166311,156679.552914,0.132551,0.305663,-0.132585,-0.065989,18.0,-0.067848,17.0,-0.023174,-0.023174
VTI,1,-0.073353,2019-02-01,2020-01-31,12,120000.0,132685.977453,144168.161403,0.105716,0.201401,-0.079644,-0.065989,18.0,-0.067848,17.0,-0.024341,0.0
VTI,1,-0.035347,2019-03-01,2020-02-28,12,120000.0,120139.179491,127410.398079,0.00116,0.061753,-0.057069,-0.126213,,-0.126213,,-0.038992,-0.02375
VTI,1,-0.016902,2019-04-01,2020-03-31,12,120000.0,102582.79781,107659.991499,-0.145143,-0.102833,-0.04716,-0.345251,,-0.350003,,-0.261546,-0.224997
VTI,1,-0.007447,2019-05-01,2020-04-30,12,120000.0,117766.038804,119449.237428,-0.018616,-0.00459,-0.014091,-0.344792,,-0.350003,,-0.264868,-0.23995
VTI,1,-0.067848,2019-06-03,2020-05-29,12,120000.0,124468.960254,133839.154978,0.037241,0.115326,-0.070011,-0.344247,,-0.350003,,-0.26736,-0.19199
VTI,1,0.0,2019-07-01,2020-06-30,12,120000.0,126080.945822,126715.265927,0.050675,0.055961,-0.005006,-0.343526,74.0,-0.350003,,-0.275735,-0.252184
VTI,1,-0.023379,2019-08-01,2020-07-31,12,120000.0,132669.285588,134303.88983,0.105577,0.119199,-0.012171,-0.342678,74.0,-0.350003,,-0.278678,-0.250448
VTI,1,-0.04106,2019-09-03,2020-08-31,12,120000.0,140726.253804,146498.159374,0.172719,0.220818,-0.039399,-0.34157,74.0,-0.350003,142.0,-0.282711,-0.236629
VTI,1,-0.03042,2019-10-01,2020-09-30,12,120000.0,133533.211232,139764.901967,0.112777,0.164708,-0.044587,-0.340035,72.0,-0.350003,142.0,-0.290392,-0.245006
VTI,1,0.0,2019-11-01,2020-10-30,12,120000.0,129234.095696,131060.347371,0.076951,0.09217,-0.013934,-0.337846,72.0,-0.350003,142.0,-0.299469,-0.277951
VTI,1,-0.0135,2019-12-02,2020-11-30,12,120000.0,143341.927252,143997.51257,0.194516,0.199979,-0.004553,-0.334615,70.0,-0.350003,142.0,-0.304848,-0.290428
VTI,1,0.0,2020-01-02,2020-12-31,12,120000.0,147820.539058,144093.606021,0.231838,0.20078,0.025865,-0.329173,64.0,-0.350003,142.0,-0.309655,-0.321675
VTI,1,-0.022517,2020-02-03,2021-01-29,12,120000.0,145469.708098,143629.90134,0.212248,0.196916,0.012809,-0.318537,37.0,-0.350003,142.0,-0.303644,-0.321593
VTI,1,-0.090027,2020-03-02,2021-02-26,12,120000.0,147832.464388,155977.449704,0.231937,0.299812,-0.052219,-0.294966,17.0,-0.294966,72.0,-0.285696,-0.285696
VTI,1,-0.282275,2020-04-01,2021-03-31,12,120000.0,149858.227484,204971.136686,0.248819,0.708093,-0.268881,-0.091591,19.0,-0.091591,47.0,0.0,0.0
VTI,1,-0.172246,2020-05-01,2021-04-30,12,120000.0,149838.286683,186676.601617,0.248652,0.555638,-0.197338,-0.091591,19.0,-0.091591,47.0,-0.002539,-0.002539
VTI,1,-0.096714,2020-06-01,2021-05-28,12,120000.0,144922.307542,171847.038632,0.207686,0.432059,-0.156678,-0.091591,19.0,-0.091591,47.0,-0.018611,-0.018611
VTI,1,-0.076829,2020-07-01,2021-06-30,12,120000.0,144087.206948,172318.801736,0.200727,0.43599,-0.163834,-0.091591,19.0,-0.091591,47.0,-0.015872,0.0
VTI,1,-0.021008,2020-08-03,2021-07-30,12,120000.0,142099.167331,165315.5174,0.18416,0.377629,-0.140437,-0.091591,19.0,-0.091591,47.0,-0.046674,-0.013895
VTI,1,0.0,2020-09-01,2021-08-31,12,120000.0,142291.424855,158736.709766,0.185762,0.322806,-0.103601,-0.091591,16.0,-0.091591,47.0,-0.079452,-0.079452
VTI,1,-0.048585,2020-10-01,2021-09-30,12,120000.0,132838.578372,157292.750445,0.106988,0.310773,-0.155469,-0.07202,5.0,-0.07202,10.0,-0.027601,-0.027601
VTI,1,-0.065206,2020-11-02,2021-10-29,12,120000.0,138261.449915,170795.233734,0.152179,0.423294,-0.190484,-0.049533,19.0,-0.050945,16.0,0.0,0.0
VTI,1,0.0,2020-12-01,2021-11-30,12,120000.0,132022.216153,150195.104648,0.100185,0.251626,-0.120995,-0.049533,19.0,-0.050945,16.0,0.0,0.0
VTI,1,-0.014231,2021-01-04,2021-12-31,12,120000.0,134566.534605,152995.58021,0.121388,0.274963,-0.120455,-0.049533,19.0,-0.05202,26.0,-0.003986,0.0
VTI,1,-0.020649,2021-02-01,2022-01-31,12,120000.0,123770.346174,139769.316003,0.03142,0.164744,-0.114467,-0.107915,,-0.107915,,-0.019843,-0.000558
VTI,1,-0.01094,2021-03-01,2022-02-28,12,120000.0,119012.289376,131033.778642,-0.008231,0.091948,-0.091743,-0.119673,,-0.123925,,-0.045495,-0.039129
VTI,1,0.0,2021-04-01,2022-03-31,12,120000.0,122106.172632,132239.812143,0.017551,0.101998,-0.076631,-0.12403,,-0.136107,,-0.064786,0.0
VTI,1,-0.005578,2021-05-03,2022-04-29,12,120000.0,109992.885893,115633.429138,-0.083393,-0.036388,-0.04878,-0.129746,,-0.145881,,-0.083393,-0.036388
VTI,1,-0.002606,2021-06-01,2022-05-31,12,120000.0,110004.722508,114972.722842,-0.083294,-0.041894,-0.04321,-0.167774,,-0.193608,,-0.132336,-0.093151
VTI,1,0.0,2021-07-01,2022-06-30,12,120000.0,101395.283112,102439.918614,-0.155039,-0.146334,-0.010198,-0.208865,,-0.244389,,-0.18339,-0.174977
VTI,1,-0.007323,2021-08-02,2022-07-29,12,120000.0,112358.457068,110856.871827,-0.06368,-0.076193,0.013545,-0.205431,,-0.244389,,-0.184155,-0.183505
VTI,1,-0.000129,2021-09-01,2022-08-31,12,120000.0,108925.171802,103429.333916,-0.09229,-0.138089,0.053136,-0.201309,,-0.244389,,-0.18422,-0.208708
VTI,1,-0.036435,2021-10-01,2022-09-30,12,120000.0,100118.814036,97103.876788,-0.165677,-0.190801,0.031049,-0.196388,,-0.252925,,-0.181499,-0.190801
VTI,1,0.0,2021-11-01,2022-10-31,12,120000.0,110036.126231,99262.802658,-0.083032,-0.17281,0.108533,-0.189956,,-0.253633,,-0.181492,-0.235607
VTI,1,-0.05202,2021-12-01,2022-11-30,12,120000.0,117574.281392,107990.806118,-0.020214,-0.100077,0.088743,-0.184224,,-0.253633,,-0.175113,-0.20927
VTI,1,0.0,2022-01-03,2022-12-30,12,120000.0,111626.628893,95963.738054,-0.069778,-0.200302,0.163217,-0.179101,60.0,-0.253633,,-0.171053,-0.253633
VTI,1,-0.05939,2022-02-01,2023-01-31,12,120000.0,121542.350021,109088.011414,0.012853,-0.090933,0.114168,-0.172386,57.0,-0.224283,,-0.156386,-0.206508
VTI,1,-0.103922,2022-03-01,2023-02-28,12,120000.0,119393.213424,111759.064106,-0.005057,-0.068674,0.068309,-0.161767,55.0,-0.224283,,-0.146312,-0.167074
VTI,1,-0.056291,2022-04-01,2023-03-31,12,120000.0,123305.996286,108991.103494,0.02755,-0.091741,0.13134,-0.154705,119.0,-0.215769,,-0.14283,-0.209113
VTI,1,-0.139441,2022-05-02,2023-04-28,12,120000.0,125535.759881,120810.460923,0.046131,0.006754,0.039113,-0.152583,118.0,-0.167308,,-0.114586,-0.132695
VTI,1,-0.153643,2022-06-01,2023-05-31,12,120000.0,126008.266175,123361.674666,0.050069,0.028014,0.021454,-0.149163,61.0,-0.167308,,-0.107219,-0.118142
VTI,1,-0.209908,2022-07-01,2023-06-30,12,120000.0,134082.427545,141038.347396,0.117354,0.17532,-0.049319,-0.143392,54.0,-0.167308,239.0,-0.09047,-0.055342
VTI,1,-0.147068,2022-08-01,2023-07-31,12,120000.0,137146.181356,135433.712559,0.142885,0.128614,0.012644,-0.1306,41.0,-0.167308,239.0,-0.108481,-0.124939
VTI,1,-0.176457,2022-09-01,2023-08-31,12,120000.0,133262.954985,137557.863312,0.110525,0.146316,-0.031223,-0.127839,28.0,-0.128666,112.0,-0.092853,-0.093712
VTI,1,-0.233944,2022-10-03,2023-09-29,12,120000.0,125440.637084,140780.686081,0.045339,0.173172,-0.108964,-0.076388,66.0,-0.083567,80.0,-0.025702,-0.025702
VTI,1,-0.194815,2022-11-01,2023-10-31,12,120000.0,120448.615457,130395.427906,0.003738,0.086629,-0.076282,-0.101015,,-0.107228,,-0.047983,-0.03562
VTI,1,-0.150066,2022-12-01,2023-11-30,12,120000.0,130732.980307,135160.949292,0.089442,0.126341,-0.032761,-0.100394,24.0,-0.107228,,-0.073722,-0.073722
VTI,1,-0.203565,2023-01-03,2023-12-29,12,120000.0,136235.410744,151875.998231,0.135295,0.265633,-0.102983,-0.09968,24.0,-0.107228,35.0,-0.032272,-0.002941
VTI,1,-0.134508,2023-02-01,2024-01-31,12,120000.0,135139.512081,141319.140113,0.126163,0.17766,-0.043728,-0.098732,24.0,-0.107228,35.0,-0.053791,-0.069882
VTI,1,-0.163452,2023-03-01,2024-02-29,12,120000.0,140289.522278,153955.953644,0.169079,0.282966,-0.088768,-0.097621,24.0,-0.107228,35.0,-0.03993,-0.0377
VTI,1,-0.1406,2023-04-03,2024-03-28,12,120000.0,141846.631754,154747.206602,0.182055,0.28956,-0.083365,-0.09612,19.0,-0.107228,35.0,-0.049538,-0.019009
VTI,1,-0.134049,2023-05-01,2024-04-30,12,120000.0,132922.425273,146905.181621,0.107687,0.22421,-0.095182,-0.094126,18.0,-0.107228,35.0,-0.057796,-0.025315
VTI,1,-0.12124,2023-06-01,2024-05-31,12,120000.0,136924.879935,151652.423978,0.141041,0.26377,-0.097114,-0.091286,18.0,-0.107228,35.0,-0.067844,-0.02202
VTI,1,-0.068607,2023-07-03,2024-06-28,12,120000.0,138418.620693,147487.90976,0.153489,0.229066,-0.061492,-0.086956,18.0,-0.107228,35.0,-0.079301,-0.077286
VTI,1,-0.039983,2023-08-01,2024-07-31,12,120000.0,138682.340094,145797.007004,0.155686,0.214975,-0.048798,-0.079972,18.0,-0.104798,35.0,-0.079972,-0.104798
VTI,1,-0.052841,2023-09-01,2024-08-30,12,120000.0,139605.380821,150926.084194,0.163378,0.257717,-0.075008,-0.083067,25.0,-0.092645,24.0,-0.06756,-0.092645
VTI,1,-0.102469,2023-10-02,2024-09-30,12,120000.0,140035.446242,162506.022329,0.166962,0.354217,-0.138275,-0.082805,25.0,-0.085704,45.0,-0.042474,-0.042474
VTI,1,-0.116304,2023-11-01,2024-10-31,12,120000.0,135557.811751,163808.74587,0.129648,0.365073,-0.172463,-0.082466,25.0,-0.085704,45.0,0.0,0.0
VTI,1,-0.034603,2023-12-01,2024-11-29,12,120000.0,140699.945316,159992.514609,0.1725,0.333271,-0.120584,-0.082029,25.0,-0.085704,45.0,-0.00973,-0.00973
VTI,1,-0.010997,2024-01-02,2024-12-31,12,120000.0,133172.247223,149574.849005,0.109769,0.246457,-0.109661,-0.08151,25.0,-0.085704,45.0,-0.012138,-0.012138
VTI,1,-0.004993,2024-02-01,2025-01-31,12,120000.0,134691.646827,149375.900083,0.12243,0.244799,-0.098304,-0.080851,25.0,-0.085704,45.0,-0.025989,0.0
VTI,1,0.0,2024-03-01,2025-02-28,12,120000.0,129817.979534,139770.096878,0.081816,0.164751,-0.071203,-0.079978,18.0,-0.085704,45.0,-0.045137,-0.034556
VTI,1,-0.000769,2024-04-01,2025-03-31,12,120000.0,120837.447455,128701.691208,0.006979,0.072514,-0.061104,-0.101748,,-0.105371,,-0.055718,-0.055718
VTI,1,-0.045825,2024-05-01,2025-04-30,12,120000.0,119196.043293,133788.356255,-0.0067,0.114903,-0.10907,-0.183828,,-0.193036,,-0.11254,-0.003894
VTI,1,-0.009844,2024-06-03,2025-05-30,12,120000.0,125362.95773,135317.384583,0.044691,0.127645,-0.073564,-0.182866,,-0.193036,,-0.122416,-0.051803
VTI,1,-0.001483,2024-07-01,2025-06-30,12,120000.0,130440.142292,137818.005123,0.087001,0.148483,-0.053533,-0.181743,63.0,-0.193036,80.0,-0.129478,-0.081696
VTI,1,-0.038696,2024-08-01,2025-07-31,12,120000.0,131908.386539,140842.636321,0.099237,0.173689,-0.063434,-0.18039,59.0,-0.193036,80.0,-0.134787,-0.082552
VTI,1,-0.024041,2024-09-03,2025-08-29,12,120000.0,133404.653393,141989.754418,0.111705,0.183248,-0.060463,-0.178671,59.0,-0.193036,80.0,-0.141316,-0.096328
VTI,1,-0.009111,2024-10-01,2025-09-30,12,120000.0,136144.196408,142120.93673,0.134535,0.184341,-0.042054,-0.17645,56.0,-0.193036,80.0,-0.147743,-0.125404
VTI,1,-0.023054,2024-11-01,2025-10-31,12,120000.0,137232.405643,144411.471913,0.143603,0.203429,-0.049713,-0.173532,38.0,-0.193036,80.0,-0.151466,-0.130517
VTI,1,0.0,2024-12-02,2025-11-28,12,120000.0,135545.502957,136023.040568,0.129546,0.133525,-0.003511,-0.169398,37.0,-0.193036,80.0,-0.155656,-0.18319
VTI,1,-0.040532,2025-01-02,2025-12-31,12,120000.0,134224.019959,140785.095036,0.118533,0.173209,-0.046603,-0.16352,35.0,-0.193036,80.0,-0.148773,-0.15437
VTI,1,-0.019061,2025-02-03,2026-01-30,12,120000.0,134554.963674,139556.230245,0.121291,0.162969,-0.035837,-0.153287,34.0,-0.193036,80.0,-0.146907,-0.174796
VTI,1,-0.050838,2025-03-03,2026-02-27,12,120000.0,132167.264572,143021.169182,0.101394,0.191843,-0.07589,-0.132963,34.0,-0.149814,34.0,-0.132963,-0.149814
VTI,1,-0.08703,2025-04-01,2026-03-31,12,120000.0,123720.275863,141249.086073,0.031002,0.177076,-0.124099,-0.123044,24.0,-0.123044,24.0,-0.116111,-0.116111
VTI,1,-0.091168,2025-05-01,2026-04-30,12,120000.0,134551.453708,156651.574155,0.121262,0.30543,-0.141078,-0.088071,15.0,-0.089182,15.0,-0.011241,0.0
VTI,1,-0.035417,2025-06-02,2026-05-29,12,120000.0,138280.862703,155248.607005,0.152341,0.293738,-0.109294,-0.08794,15.0,-0.089182,15.0,-0.027243,0.0
VTI,1,0.0,2025-07-01,2026-06-30,12,120000.0,134798.993204,147808.043107,0.123325,0.231734,-0.088013,-0.087784,15.0,-0.089182,15.0,-0.039424,0.0
VTI,1,-0.025344,2025-08-01,2026-07-31,12,120000.0,131847.22325,146206.367133,0.098727,0.218386,-0.098211,-0.087594,15.0,-0.089182,15.0,-0.048665,0.0
VTI,1,-0.01284,2025-09-02,2026-08-31,12,120000.0,133009.018064,145282.636232,0.108408,0.210689,-0.084481,-0.087345,15.0,-0.089182,15.0,-0.05967,-0.004985
VTI,3,0.0,2010-09-09,2013-08-30,36,360000.0,454591.834991,574446.782449,0.262755,0.595686,-0.208644,-0.180258,163.0,-0.203041,128.0,-0.116656,0.0
VTI,3,0.0,2010-10-01,2013-09-30,36,360000.0,466066.662993,571679.266649,0.29463,0.587998,-0.184741,-0.179883,163.0,-0.203041,128.0,-0.126622,-0.029789
VTI,3,-0.000658,2010-11-01,2013-10-31,36,360000.0,479733.014828,575461.009247,0.332592,0.598503,-0.16635,-0.179438,157.0,-0.203041,128.0,-0.134691,-0.063338
VTI,3,-0.009533,2010-12-01,2013-11-29,36,360000.0,486538.663122,575750.569102,0.351496,0.599307,-0.154949,-0.1789,156.0,-0.203041,128.0,-0.143294,-0.087528
VTI,3,0.0,2011-01-03,2013-12-31,36,360000.0,493703.112199,559103.930576,0.371398,0.553066,-0.116974,-0.178229,155.0,-0.203041,128.0,-0.152794,-0.137487
VTI,3,0.0,2011-02-01,2014-01-31,36,360000.0,472786.402887,527316.936729,0.313296,0.464769,-0.103411,-0.177397,155.0,-0.203041,128.0,-0.157712,-0.159898
VTI,3,-0.028617,2011-03-01,2014-02-28,36,360000.0,491172.524248,551341.448248,0.364368,0.531504,-0.109132,-0.176305,150.0,-0.203041,128.0,-0.160452,-0.162385
VTI,3,-0.003035,2011-04-01,2014-03-31,36,360000.0,488406.094818,539930.419594,0.356684,0.499807,-0.095428,-0.174765,80.0,-0.203041,128.0,-0.163779,-0.183879
VTI,3,-0.001698,2011-05-02,2014-04-30,36,360000.0,483628.201215,528474.791826,0.343412,0.467986,-0.08486,-0.172495,80.0,-0.201686,127.0,-0.163277,-0.201686
VTI,3,-0.033098,2011-06-01,2014-05-30,36,360000.0,489012.578463,557106.081997,0.358368,0.547517,-0.122227,-0.168801,77.0,-0.201449,127.0,-0.156374,-0.17576
VTI,3,-0.014493,2011-07-01,2014-06-30,36,360000.0,496199.320912,560915.860251,0.378331,0.5581,-0.115377,-0.161137,74.0,-0.201449,127.0,-0.155817,-0.191321
VTI,3,-0.054692,2011-08-01,2014-07-31,36,360000.0,480762.080922,573104.035174,0.33545,0.591956,-0.161126,-0.138242,63.0,-0.156932,99.0,-0.138242,-0.156932
VTI,3,-0.118328,2011-09-01,2014-08-29,36,360000.0,494578.46128,639973.978109,0.373829,0.777705,-0.22719,-0.093598,39.0,-0.105165,11.0,-0.066055,-0.096082
VTI,3,-0.203041,2011-10-03,2014-09-30,36,360000.0,476587.61178,693156.347872,0.323854,0.925434,-0.312439,-0.093598,28.0,-0.10059,74.0,-0.001843,0.0
VTI,3,-0.106509,2011-11-01,2014-10-31,36,360000.0,480302.674688,635245.900182,0.334174,0.764572,-0.243911,-0.093598,12.0,-0.10059,74.0,-0.049704,-0.049704
VTI,3,-0.085518,2011-12-01,2014-11-28,36,360000.0,484374.306323,636058.575199,0.345484,0.766829,-0.238475,-0.087307,80.0,-0.10059,74.0,-0.037231,-0.033572
VTI,3,-0.063514,2012-01-03,2014-12-31,36,360000.0,476608.41787,620875.44308,0.323912,0.724654,-0.232361,-0.087041,77.0,-0.10059,74.0,-0.049046,0.0
VTI,3,-0.018564,2012-02-01,2015-01-30,36,360000.0,456528.239785,576230.991351,0.268134,0.600642,-0.207734,-0.086638,70.0,-0.10059,74.0,-0.063273,-0.036857
VTI,3,0.0,2012-03-01,2015-02-27,36,360000.0,476273.065871,586903.276058,0.322981,0.630287,-0.188498,-0.085976,46.0,-0.10059,74.0,-0.076388,-0.072288
VTI,3,0.0,2012-04-02,2015-03-31,36,360000.0,464444.812173,562381.820419,0.290124,0.562172,-0.174147,-0.084666,45.0,-0.10059,74.0,-0.084666,-0.10059
VTI,3,-0.008372,2012-05-01,2015-04-30,36,360000.0,461665.344626,570619.522518,0.282404,0.585054,-0.19094,-0.080819,28.0,-0.092997,72.0,-0.080819,-0.092997
VTI,3,-0.099767,2012-06-01,2015-05-29,36,360000.0,461636.465743,636706.137388,0.282324,0.768628,-0.274961,-0.074701,16.0,-0.076714,48.0,-0.014274,-0.000914
VTI,3,-0.03603,2012-07-02,2015-06-30,36,360000.0,446322.838987,584648.366137,0.239786,0.624023,-0.236596,-0.074656,16.0,-0.076714,48.0,-0.030732,-0.022035
VTI,3,-0.034099,2012-08-01,2015-07-31,36,360000.0,447500.556816,593402.166815,0.243057,0.648339,-0.245873,-0.074609,16.0,-0.076714,48.0,-0.037764,-0.006854
VTI,3,-0.006471,2012-09-04,2015-08-31,36,360000.0,414186.312452,540806.056176,0.150518,0.502239,-0.234132,-0.119822,,-0.12061,,-0.048821,-0.033978
VTI,3,-0.018018,2012-10-01,2015-09-30,36,360000.0,397497.713872,510980.360755,0.10416,0.41939,-0.222088,-0.119792,,-0.12061,,-0.056242,-0.059772
VTI,3,-0.025338,2012-11-01,2015-10-30,36,360000.0,424397.368758,555546.637654,0.178882,0.543185,-0.236072,-0.119761,,-0.12061,,-0.052711,-0.052711
VTI,3,-0.034256,2012-12-03,2015-11-30,36,360000.0,421352.126917,564045.335793,0.170423,0.566793,-0.252982,-0.119727,,-0.12061,,-0.001378,-0.001378
VTI,3,0.0,2013-01-02,2015-12-31,36,360000.0,406765.939446,529196.440373,0.129905,0.46999,-0.231352,-0.11969,,-0.12061,,-0.00173,-0.00173
VTI,3,0.0,2013-02-01,2016-01-29,36,360000.0,379195.460986,480612.641057,0.053321,0.335035,-0.211016,-0.12699,,-0.134295,,-0.014487,-0.014487
VTI,3,-0.009098,2013-03-01,2016-02-29,36,360000.0,375804.761333,477989.861597,0.043902,0.32775,-0.213781,-0.141861,,-0.151349,,-0.017254,0.0
VTI,3,-0.005312,2013-04-01,2016-03-31,36,360000.0,398764.545379,496296.062727,0.107679,0.3786,-0.196519,-0.141509,,-0.151349,,-0.024889,-0.016267
VTI,3,-0.010212,2013-05-01,2016-04-29,36,360000.0,397515.592435,494102.216267,0.10421,0.372506,-0.195479,-0.141143,68.0,-0.151349,,-0.031847,-0.001462
VTI,3,-0.018559,2013-06-03,2016-05-31,36,360000.0,400542.043382,483720.004194,0.112617,0.343667,-0.171955,-0.140752,68.0,-0.151349,,-0.039109,-0.039109
VTI,3,-0.028506,2013-07-01,2016-06-30,36,360000.0,398164.289972,490008.903093,0.106012,0.361136,-0.187435,-0.140347,68.0,-0.151349,118.0,-0.044828,-0.001079
VTI,3,0.0,2013-08-01,2016-07-29,36,360000.0,410217.417303,479735.011782,0.139493,0.332597,-0.144908,-0.139905,68.0,-0.151349,118.0,-0.051599,-0.042923
VTI,3,-0.038158,2013-09-03,2016-08-31,36,360000.0,407745.065068,499514.527632,0.132625,0.38754,-0.183717,-0.139456,68.0,-0.151349,118.0,-0.056553,0.0
VTI,3,-0.012261,2013-10-01,2016-09-30,36,360000.0,404668.412039,480016.838729,0.124079,0.33338,-0.15697,-0.138949,67.0,-0.151349,118.0,-0.063327,-0.025675
