ticker,episode_peak,episode_depth,start_point,horizon_years,start,end,months,total_contributed,dca_final_value,lump_sum_final_value,dca_return,lump_sum_return,dca_vs_lump_sum,dca_max_drawdown,dca_days_to_recover,lump_sum_max_drawdown,lump_sum_days_to_recover,dca_worst_vs_contributed,lump_sum_worst_vs_contributed
VT,2021-11-08,-0.26382,trough,3,2022-10-12,2025-09-30,36,360000.0,490941.664193,670157.985559,0.363727,0.86155,-0.267424,-0.162955,38.0,-0.165145,38.0,-0.013252,0.0
VT,2021-11-08,-0.26382,recovery,1,2024-01-29,2024-12-31,12,120000.0,127883.554999,137769.68488,0.065696,0.148081,-0.071758,-0.077062,18.0,-0.081279,18.0,-0.014465,-0.014465
VT,2025-02-18,-0.165145,peak,1,2025-02-18,2026-01-30,12,120000.0,137314.980862,143562.20904,0.144292,0.196352,-0.043516,-0.136916,24.0,-0.165145,38.0,-0.136916,-0.165145
VT,2025-02-18,-0.165145,trough,1,2025-04-08,2026-03-31,12,120000.0,128103.252615,163915.194984,0.067527,0.36596,-0.218478,-0.095859,,-0.096735,,0.0,0.0
VT,2025-02-18,-0.165145,recovery,1,2025-05-16,2026-04-30,12,120000.0,135221.547912,149523.216182,0.126846,0.246027,-0.095648,-0.095748,15.0,-0.096735,16.0,-0.013833,-0.013833
EWJ,2011-02-17,-0.239418,peak,1,2011-02-17,2012-01-31,12,120000.0,114846.045763,100766.189494,-0.04295,-0.160282,0.139728,-0.164344,113.0,-0.231948,,-0.164344,-0.231948
EWJ,2011-02-17,-0.239418,peak,3,2011-02-17,2014-01-31,36,360000.0,412008.594402,370360.590403,0.144468,0.028779,0.112453,-0.164344,113.0,-0.239418,313.0,-0.164344,-0.239418
EWJ,2011-02-17,-0.239418,peak,5,2011-02-17,2016-01-29,60,600000.0,662837.118088,642459.433921,0.104729,0.070766,0.031718,-0.172365,,-0.239418,313.0,-0.164344,-0.239418
EWJ,2011-02-17,-0.239418,peak,10,2011-02-17,2021-01-29,120,1200000.0,1820071.607799,2028404.177937,0.516726,0.690337,-0.102708,-0.292743,234.0,-0.30693,238.0,-0.164344,-0.239418
EWJ,2011-02-17,-0.239418,trough,1,2012-06-01,2013-05-31,12,120000.0,136793.086618,153465.732699,0.139942,0.278881,-0.108641,-0.115823,,-0.115823,,-0.02838,0.0
EWJ,2011-02-17,-0.239418,trough,3,2012-06-01,2015-05-29,36,360000.0,439253.19249,568058.811938,0.220148,0.577941,-0.226747,-0.128626,104.0,-0.136215,162.0,-0.02838,0.0
EWJ,2011-02-17,-0.239418,trough,5,2012-06-01,2017-05-31,60,600000.0,729404.409498,997765.068836,0.215674,0.662942,-0.268962,-0.204387,224.0,-0.215585,376.0,-0.048604,0.0
EWJ,2011-02-17,-0.239418,trough,10,2012-06-01,2022-05-31,120,1200000.0,1466437.910176,2340367.9515,0.222032,0.950307,-0.373416,-0.289513,232.0,-0.30693,238.0,-0.05575,0.0
EWJ,2011-02-17,-0.239418,recovery,1,2013-04-10,2014-03-31,12,120000.0,119523.732489,122730.043723,-0.003969,0.02275,-0.026125,-0.115823,35.0,-0.136215,162.0,-0.050405,-0.055308
EWJ,2011-02-17,-0.239418,recovery,3,2013-04-10,2016-03-31,36,360000.0,354958.784715,380217.560449,-0.014003,0.05616,-0.066432,-0.200137,,-0.215585,,-0.109136,-0.055308
EWJ,2011-02-17,-0.239418,recovery,5,2013-04-10,2018-03-29,60,600000.0,771432.51088,870316.745962,0.285721,0.450528,-0.113619,-0.200137,223.0,-0.215585,376.0,-0.109136,-0.055308
EWJ,2011-02-17,-0.239418,recovery,10,2013-04-10,2023-03-31,120,1200000.0,1434926.271701,1824709.735027,0.195772,0.520591,-0.213614,-0.319971,,-0.331441,,-0.109136,-0.055308
EWJ,2015-04-28,-0.215585,peak,1,2015-04-28,2016-03-31,12,120000.0,112285.620639,104071.7829,-0.064286,-0.132735,0.078925,-0.165069,,-0.215585,,-0.160803,-0.215585
EWJ,2015-04-28,-0.215585,peak,3,2015-04-28,2018-03-29,36,360000.0,438145.665989,428795.944089,0.217071,0.1911,0.021805,-0.165069,71.0,-0.215585,376.0,-0.160803,-0.215585
EWJ,2015-04-28,-0.215585,peak,5,2015-04-28,2020-03-31,60,600000.0,583886.322949,603236.841528,-0.026856,0.005395,-0.032078,-0.281443,,-0.30693,,-0.160803,-0.215585
EWJ,2015-04-28,-0.215585,peak,10,2015-04-28,2025-03-31,120,1200000.0,1582622.49197,1828454.530656,0.318852,0.523712,-0.134448,-0.315999,488.0,-0.331441,503.0,-0.160803,-0.215585
EWJ,2015-04-28,-0.215585,trough,1,2016-02-11,2017-01-31,12,120000.0,130706.970999,149890.930539,0.089225,0.249091,-0.127986,-0.064701,74.0,-0.068889,42.0,0.0,0.0
EWJ,2015-04-28,-0.215585,trough,3,2016-02-11,2019-01-31,36,360000.0,379828.885115,496602.519191,0.05508,0.379451,-0.235145,-0.209462,,-0.228625,,-0.045436,0.0
EWJ,2015-04-28,-0.215585,trough,5,2016-02-11,2021-01-29,60,600000.0,775409.145633,1055475.310126,0.292349,0.759126,-0.265346,-0.28107,183.0,-0.30693,238.0,-0.162751,0.0
EWJ,2015-04-28,-0.215585,trough,10,2016-02-11,2026-01-30,120,1200000.0,1976383.452462,3047924.216311,0.646986,1.539937,-0.351564,-0.313694,483.0,-0.331441,503.0,-0.162751,0.0
EWJ,2015-04-28,-0.215585,recovery,1,2017-02-21,2018-01-31,12,120000.0,139256.442198,148233.242398,0.16047,0.235277,-0.060559,-0.032322,9.0,-0.033053,20.0,-0.021774,-0.019566
EWJ,2015-04-28,-0.215585,recovery,3,2017-02-21,2020-01-31,36,360000.0,381665.087704,423142.912634,0.060181,0.175397,-0.098023,-0.196625,310.0,-0.228625,,-0.115994,-0.020948
EWJ,2015-04-28,-0.215585,recovery,5,2017-02-21,2022-01-31,60,600000.0,691410.658701,808173.981916,0.152351,0.346957,-0.144478,-0.280262,170.0,-0.30693,238.0,-0.207569,-0.120335
EWJ,2018-01-26,-0.30693,peak,1,2018-01-26,2018-12-31,12,120000.0,103881.086571,95523.569734,-0.134324,-0.20397,0.087492,-0.17094,,-0.228625,,-0.161136,-0.228625
EWJ,2018-01-26,-0.30693,peak,3,2018-01-26,2020-12-31,36,360000.0,440133.631714,394656.708135,0.222593,0.096269,0.115232,-0.278988,163.0,-0.30693,238.0,-0.226343,-0.30693
EWJ,2018-01-26,-0.30693,peak,5,2018-01-26,2022-12-30,60,600000.0,580370.544094,547437.42754,-0.032716,-0.087604,0.060159,-0.304589,,-0.331441,,-0.226343,-0.30693
EWJ,2018-01-26,-0.30693,trough,1,2020-03-16,2021-02-26,12,120000.0,147065.546798,191665.230382,0.225546,0.59721,-0.232696,-0.050654,,-0.083087,11.0,0.0,0.0
EWJ,2018-01-26,-0.30693,trough,3,2020-03-16,2023-02-28,36,360000.0,347050.158679,486982.18733,-0.035972,0.352728,-0.287345,-0.280646,,-0.331441,,-0.173246,0.0
EWJ,2018-01-26,-0.30693,trough,5,2020-03-16,2025-02-28,60,600000.0,704208.799317,1037770.374957,0.173681,0.729617,-0.321421,-0.280646,451.0,-0.331441,503.0,-0.173246,0.0
EWJ,2018-01-26,-0.30693,recovery,1,2020-11-09,2021-10-29,12,120000.0,121914.345331,131075.293766,0.015953,0.092294,-0.069891,-0.082726,,-0.089479,114.0,-0.023932,-0.013264
EWJ,2018-01-26,-0.30693,recovery,3,2020-11-09,2023-10-31,36,360000.0,352249.53722,349921.000567,-0.021529,-0.027997,0.006654,-0.258861,252.0,-0.331441,,-0.22177,-0.208668
EWJ,2018-01-26,-0.30693,recovery,5,2020-11-09,2025-10-31,60,600000.0,815898.2034,863318.673216,0.35983,0.438864,-0.054928,-0.258861,252.0,-0.331441,503.0,-0.22177,-0.208668
EWJ,2021-09-15,-0.331441,peak,1,2021-09-15,2022-08-31,12,120000.0,103883.200833,88756.627775,-0.134307,-0.260361,0.170428,-0.180503,,-0.281478,,-0.180503,-0.281478
EWJ,2021-09-15,-0.331441,peak,3,2021-09-15,2024-08-30,36,360000.0,434326.269576,368634.354104,0.206462,0.023984,0.178203,-0.201102,120.0,-0.331441,503.0,-0.201102,-0.331441
EWJ,2021-09-15,-0.331441,peak,5,2021-09-15,2026-08-31,60,600000.0,926235.790421,874098.252258,0.543726,0.45683,0.059647,-0.201102,120.0,-0.331441,503.0,-0.201102,-0.331441
EWJ,2021-09-15,-0.331441,trough,1,2022-10-20,2023-09-29,12,120000.0,127365.732548,150722.356284,0.061381,0.25602,-0.154965,-0.069885,,-0.072571,,0.0,0.0
EWJ,2021-09-15,-0.331441,trough,3,2022-10-20,2025-09-30,36,360000.0,464285.694955,629166.658431,0.289682,0.747685,-0.262062,-0.143562,21.0,-0.146762,22.0,0.0,0.0
EWJ,2021-09-15,-0.331441,recovery,1,2024-03-06,2025-02-28,12,120000.0,120810.319903,117786.925205,0.006753,-0.018442,0.025668,-0.113038,17.0,-0.122114,17.0,-0.079171,-0.109055
BND,2020-08-06,-0.185821,peak,1,2020-08-06,2021-07-30,12,120000.0,120909.625072,118713.343169,0.00758,-0.010722,0.018501,-0.036209,111.0,-0.044719,,-0.033353,-0.044719
BND,2020-08-06,-0.185821,peak,3,2020-08-06,2023-07-31,36,360000.0,336979.417131,312632.651499,-0.063946,-0.131576,0.077877,-0.14833,,-0.185821,,-0.144458,-0.185821
BND,2020-08-06,-0.185821,peak,5,2020-08-06,2025-07-31,60,600000.0,617924.732416,566163.804404,0.029875,-0.056394,0.091424,-0.14833,651.0,-0.185821,,-0.144458,-0.185821
BND,2020-08-06,-0.185821,trough,1,2022-10-20,2023-09-29,12,120000.0,117643.5411,123997.386719,-0.019637,0.033312,-0.051242,-0.044398,,-0.052693,,-0.021745,0.0
BND,2020-08-06,-0.185821,trough,3,2022-10-20,2025-09-30,36,360000.0,390289.214256,426708.084743,0.084137,0.1853,-0.085348,-0.060017,43.0,-0.07177,55.0,-0.039448,0.0
