Date,ml:logistic_regression/base,ml:logistic_regression/extended,ml:random_forest/base,ml:random_forest/extended,ml:hist_gradient_boosting/base,ml:hist_gradient_boosting/extended,baseline:always_up,baseline:historical_mean,baseline:momentum_252d,baseline:moving_average_200d,baseline:random
2016-02-22,9662.666899,10206.861567,9662.666899,9662.666899,9662.666899,9662.666899,9662.666899,9662.666899,9990.007495,9990.007495,9662.666899
2016-02-23,9541.471554,10078.840585,9541.471554,9541.471554,9541.471554,9541.471554,9541.471554,9541.471554,9987.819324,9987.819324,9541.471554
2016-02-24,9586.377598,10126.275706,9586.377598,9586.377598,9586.377598,9586.377598,9586.377598,9586.377598,9990.007495,9990.007495,9586.377598
2016-02-25,9701.626341,10248.015178,9701.626341,9701.626341,9701.626341,9701.626341,9701.626341,9701.626341,9987.819324,9987.819324,9701.626341
2016-02-26,9683.768823,10229.151937,9683.768823,9683.768823,9683.768823,9683.768823,9683.768823,9683.768823,9987.819324,9987.819324,9683.768823
2016-02-29,9597.201141,10137.708824,9597.201141,9597.201141,9597.201141,9597.201141,9597.201141,9597.201141,9990.007495,9990.007495,9597.201141
2016-03-01,9833.641293,10387.465120,9833.641293,9833.641293,9833.641293,9833.641293,9833.641293,9833.641293,9990.007495,9990.007495,9833.641293
2016-03-02,9875.303914,10431.474152,9875.303914,9875.303914,9875.303914,9875.303914,9875.303914,9875.303914,9987.819324,9987.819324,9875.303914
2016-03-03,9911.551321,10469.762987,9911.551321,9911.551321,9911.551321,9911.551321,9911.551321,9911.551321,9990.007495,9990.007495,9911.551321
2016-03-04,9943.474820,10503.484395,9943.474820,9943.474820,9943.474820,9943.474820,9943.474820,9943.474820,9990.007495,9990.007495,9943.474820
2016-03-07,9954.294427,10514.913355,9954.294427,9954.294427,9954.294427,9954.294427,9954.294427,9954.294427,9990.007495,9990.007495,9954.294427
2016-03-08,9842.296978,10396.608288,9842.296978,9842.296978,9842.296978,9842.296978,9842.296978,9842.296978,9987.819324,9987.819324,9842.296978
2016-03-09,9896.402886,10453.761403,9896.402886,9896.402886,9896.402886,9896.402886,9896.402886,9896.402886,9990.007495,9990.007495,9896.402886
2016-03-10,9901.811214,10459.474324,9901.811214,9901.811214,9901.811214,9901.811214,9901.811214,9901.811214,9990.007495,9990.007495,9901.811214
2016-03-11,10062.505259,10629.218546,10062.505259,10062.505259,10062.505259,10062.505259,10062.505259,10062.505259,9987.819324,9987.819324,10062.505259
2016-03-14,10047.357809,10613.218002,10047.357809,10047.357809,10047.357809,10047.357809,10047.357809,10047.357809,9987.819324,9987.819324,10047.357809
2016-03-15,10034.373297,10599.502211,10034.373297,10034.373297,10034.373297,10034.373297,10034.373297,10034.373297,9987.819324,9987.819324,10034.373297
2016-03-16,10094.428759,10662.939955,10094.428759,10094.428759,10094.428759,10094.428759,10094.428759,10094.428759,9990.007495,9990.007495,10094.428759
2016-03-17,10158.274773,10730.381732,10158.274773,10158.274773,10158.274773,10158.274773,10158.274773,10158.274773,9987.819324,9987.819324,10158.274773
2016-03-18,10196.148810,10770.388809,10196.148810,10196.148810,10196.148810,10196.148810,10196.148810,10196.148810,9987.819324,9987.819324,10196.148810
2016-03-21,10211.703656,10786.819693,10211.703656,10211.703656,10211.703656,10211.703656,10211.703656,10211.703656,9990.007495,9990.007495,10211.703656
2016-03-22,10206.264823,10781.074549,10206.264823,10206.264823,10206.264823,10206.264823,10206.264823,10206.264823,9990.007495,9990.007495,10206.264823
2016-03-23,10140.989971,10712.123462,10140.989971,10140.989971,10140.989971,10140.989971,10140.989971,10140.989971,9987.819324,9987.819324,10140.989971
2016-03-24,10133.915650,10704.650721,10133.915650,10133.915650,10133.915650,10133.915650,10133.915650,10133.915650,9990.007495,9990.007495,10133.915650
2016-03-28,10140.989971,10712.123462,10140.989971,10140.989971,10140.989971,10140.989971,10140.989971,10140.989971,9990.007495,9990.007495,10140.989971
2016-03-29,10238.360531,10814.977864,10238.360531,10238.360531,10238.360531,10238.360531,10238.360531,10238.360531,9990.007495,9990.007495,10238.360531
2016-03-30,10281.328985,10860.366271,10281.328985,10281.328985,10281.328985,10281.328985,10281.328985,10281.328985,9990.007495,9990.007495,10281.328985
2016-03-31,10256.850792,10834.509484,10256.850792,10256.850792,10256.850792,10256.850792,10256.850792,10256.850792,9990.007495,9990.007495,10256.850792
2016-04-01,10322.670807,10904.036436,10322.670807,10322.670807,10322.670807,10322.670807,10322.670807,10322.670807,9990.007495,9990.007495,10322.670807
2016-04-04,10290.034857,10869.562452,10290.034857,10290.034857,10290.034857,10290.034857,10290.034857,10290.034857,9970.047445,9970.047445,10290.034857
2016-04-05,10185.592928,10759.238427,10185.592928,10185.592928,10185.592928,10185.592928,10185.592928,10185.592928,9868.853329,9868.853329,10185.592928
2016-04-06,10296.559095,10876.454130,10296.559095,10296.559095,10296.559095,10296.559095,10296.559095,10296.559095,9976.368800,9976.368800,10296.559095
2016-04-07,10175.261409,10748.325043,10175.261409,10175.261409,10175.261409,10175.261409,10175.261409,10175.261409,9858.843087,9858.843087,10175.261409
