Date,ml:logistic_regression/base,ml:logistic_regression/extended,ml:random_forest/base,ml:random_forest/extended,ml:hist_gradient_boosting/base,ml:hist_gradient_boosting/extended,baseline:always_up,baseline:historical_mean,baseline:momentum_252d,baseline:moving_average_200d,baseline:random
2018-05-01,12947.642005,13121.034906,13826.790608,13773.045986,12634.965044,13480.622756,13773.045986,13773.045986,13344.747987,13344.747987,12271.662828
2018-05-02,12859.352847,13031.563393,13732.506591,13679.128450,12548.808011,13388.699236,13679.128450,13679.128450,13253.750988,13253.750988,12187.983130
2018-05-03,12829.036289,13000.840840,13700.131531,13646.879231,12519.223578,13357.134718,13646.879231,13646.879231,13222.504618,13222.504618,12159.249359
2018-05-04,12999.233438,13173.317243,13881.885114,13827.926340,12685.310578,13534.337914,13827.926340,13827.926340,13397.921736,13397.921736,12320.560741
2018-05-07,13039.654590,13214.279710,13925.050874,13870.924315,12724.755586,13576.422975,13870.924315,13870.924315,13439.582611,13439.582611,12358.871558
2018-05-08,13039.122672,13213.740668,13924.482838,13870.358487,12724.236513,13575.869161,13870.358487,13870.358487,13439.034379,13439.034379,12358.367411
2018-05-09,13165.704384,13342.017544,14059.659485,14005.009703,12847.761361,13707.661522,14005.009703,14005.009703,13569.498370,13569.498370,12478.340461
2018-05-10,13289.099213,13467.064858,14191.432859,14136.270875,12968.176287,13836.135814,14136.270875,14136.270875,13696.677735,13696.677735,12595.293010
2018-05-11,13321.542518,13499.942639,14226.079074,14170.782420,12999.836108,13869.914626,14170.782420,14170.782420,13730.116081,13730.116081,12626.042493
2018-05-14,13336.429750,13515.029239,14241.977153,14186.618704,13014.363823,13885.414680,14186.618704,14186.618704,13745.459907,13745.459907,12640.152482
2018-05-15,13244.953709,13422.328164,14144.289862,14089.311123,12925.096868,13790.173091,14089.311123,14089.311123,13651.178282,13651.178282,12553.452284
2018-05-16,13301.330555,13479.460000,14204.494712,14149.281957,12980.112250,13848.870650,14149.281957,14149.281957,13709.284214,13709.284214,12606.885769
