Date,US equity,Global equity,US + Japan,US 60/40,Global 60/40,Conservative
2011-03-02,1.196649,1.176541,1.191877,1.115457,1.103727,1.05666
2011-03-03,1.217185,1.194371,1.209635,1.125325,1.112113,1.060471
2011-03-04,1.208213,1.185337,1.200873,1.121728,1.108451,1.059527
2011-03-07,1.197646,1.177016,1.186603,1.115693,1.103669,1.056546
2011-03-08,1.208811,1.183435,1.19595,1.121627,1.106935,1.059201
2011-03-09,1.207416,1.181533,1.194978,1.121605,1.106617,1.059557
2011-03-10,1.185285,1.154669,1.170769,1.111109,1.093371,1.055508
2011-03-11,1.19326,1.158948,1.170669,1.115677,1.095856,1.057787
2011-03-14,1.186282,1.148964,1.141937,1.112167,1.09062,1.056318
2011-03-15,1.173123,1.128043,1.132143,1.104994,1.079007,1.053087
2011-03-16,1.150792,1.101892,1.104968,1.09444,1.066221,1.049036
2011-03-17,1.165148,1.126379,1.128787,1.101906,1.079478,1.052292
2011-03-18,1.170132,1.135413,1.14074,1.104672,1.084556,1.053589
2011-03-21,1.187877,1.157997,1.162522,1.113453,1.096133,1.057185
2011-03-22,1.18369,1.15562,1.15835,1.110919,1.094619,1.055758
2011-03-23,1.187478,1.157284,1.159103,1.112898,1.095401,1.056694
2011-03-24,1.198643,1.172261,1.167508,1.118505,1.103202,1.058966
2011-03-25,1.202208,1.170122,1.161824,1.119919,1.101387,1.059354
2011-03-28,1.199604,1.166793,1.159383,1.118062,1.099115,1.058351
2011-03-29,1.207415,1.175114,1.164195,1.121714,1.103079,1.059662
2011-03-30,1.215625,1.186763,1.174939,1.127129,1.110459,1.062687
2011-03-31,1.214023,1.185337,1.16974,1.125729,1.109159,1.061713
2011-04-01,1.219631,1.195084,1.173017,1.129441,1.115231,1.063746
