Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2007-04-10,40.7978515625,40.808698603457586,40.667716029546966,40.70567239903052,35000
2007-04-11,40.68939971923828,40.82495875183026,40.68397619959326,40.75446954417844,87700
2007-04-12,40.683998107910156,40.71111158380249,40.64604172382224,40.70026453867132,78100
2007-04-13,40.618919372558594,40.70567502113776,40.58638238452392,40.68940859558756,18000
2007-04-16,40.656883239746094,40.66230262463907,40.635193289369106,40.66230262463907,52700
2007-04-17,40.7598876953125,40.7598876953125,40.72193133281095,40.754468312764594,25600
2007-04-18,40.83583068847656,40.84667773547886,40.80329782134229,40.80329782134229,30400
2007-04-19,40.81956481933594,40.86294473407234,40.80329838554388,40.86294473407234,59700
2007-04-20,40.80869674682617,40.84122959435082,40.78158328259976,40.83038669082054,32200
2007-04-23,40.86295700073242,40.90091340328682,40.78704419562362,40.81957707297379,43200
2007-04-24,40.92799758911133,40.93884049481898,40.743635096604145,40.8791941710903,77500
2007-04-25,40.89548110961914,40.96597451134672,40.87921467443177,40.90090463366051,264200
2007-04-26,40.80869674682617,40.87376244187546,40.80327322659413,40.87376244187546,68400
2007-04-27,40.7978515625,40.82496502795996,40.78158513799762,40.81954150748117,44800
2007-04-30,40.93342208862305,40.93342208862305,40.87919927943972,40.8954657085012,35900
2007-05-01,40.91008758544922,40.94810794734269,40.85034071048681,40.937246762762555,54800
2007-05-02,40.91548538208008,40.95893837118791,40.89375888752617,40.937211876633995,28900
2007-05-03,40.88835144042969,40.91551061134521,40.76885771865366,40.91551061134521,33800
2007-05-04,40.920928955078125,40.96438196017495,40.89920659643636,40.942655457626536,19200
2007-05-07,40.94810104370117,41.018709091339566,40.920941870966736,40.93180719762369,135500
2007-05-08,40.9534797668457,41.002361240695926,40.91545946143914,40.99693272842534,34000
2007-05-09,40.90464401245117,40.99155004155016,40.89378283076757,40.99155004155016,50200
2007-05-10,40.942665100097656,40.942665100097656,40.90464474766036,40.90464474766036,42000
2007-05-11,40.88835144042969,40.99155131721947,40.87749025840809,40.99155131721947,38200
2007-05-14,40.8612060546875,40.89922641659559,40.83404687736372,40.89922641659559,71200
2007-05-15,40.844879150390625,40.899197466589605,40.83401797349426,40.893764806188564,31600
2007-05-16,40.8612060546875,40.88292842385613,40.828614213117234,40.84490806194804,56600
2007-05-17,40.80144500732422,40.834032693666494,40.785147020245866,40.823171512854806,42700
2007-05-18,40.703651428222656,40.779692076351395,40.698218769383594,40.779692076351395,62200
2007-05-21,40.75797653198242,40.763409192280626,40.6710705428337,40.70909087710985,49400
2007-05-22,40.69280242919922,40.76341459071037,40.6765085900524,40.7579819296927,49800
2007-05-23,40.66022872924805,40.71454292637854,40.6167757139806,40.703681744515485,47200
2007-05-24,40.65476608276367,40.66563140052098,40.56786426022802,40.643904908910926,38600
2007-05-25,40.66022872924805,40.66566139213338,40.627641039751275,40.63306955872899,21100
2007-05-29,40.60587692260742,40.627603410117885,40.567856605440056,40.6113054365572,27900
2007-05-30,40.6439323425293,40.68195269253352,40.6222058362544,40.6710873674424,35200
2007-05-31,40.611328125,40.64391994642575,40.557013947831884,40.64391994642575,52200
2007-06-01,40.51758575439453,40.566640686360586,40.50668696854363,40.566640686360586,84900
2007-06-04,40.56120681762695,40.56665829204571,40.512156022627956,40.54485655262729,28500
2007-06-05,40.495765686035156,40.55571937054597,40.4685124991657,40.53391765270091,37400
2007-06-06,40.53394317626953,40.5448419629286,40.473989454006826,40.4794367682088,185900
2007-06-07,40.25051498413086,40.38677265446187,40.19056127652489,40.38677265446187,75500
2007-06-08,40.24504852294922,40.25595146113698,40.136044090586886,40.19599777586193,62700
2007-06-11,40.20150375366211,40.25055456725677,40.17425052949295,40.20150375366211,77100
2007-06-12,40.005313873291016,40.11976999199382,39.9835121137866,40.11976999199382,405400
2007-06-13,40.09790802001953,40.11425827553059,39.97254913067774,40.01615258421003,93800
2007-06-14,40.04339599609375,40.136050193515615,40.04339599609375,40.08699943896987,109800
2007-06-15,40.24504852294922,40.24504852294922,40.14149555968077,40.15784580870986,108600
2007-06-18,40.20150375366211,40.29960953910962,40.18515348246389,40.23965577254402,60300
2007-06-19,40.39224624633789,40.44129703855768,40.29959197775182,40.34319129586172,73400
2007-06-20,40.196041107177734,40.35410061526799,40.19604110717773,40.34864914029742,70300
2007-06-21,40.21780776977539,40.299563189996576,40.185107264988275,40.29411171978092,38500
2007-06-22,40.27778625488281,40.332288515820565,40.16333025943674,40.18513199546303,55800
2007-06-25,40.38676834106445,40.43037178889441,40.315915857031,40.38676834106445,85500
2007-06-26,40.37040328979492,40.4303569690215,40.348601573871434,40.40855525309801,163100
2007-06-27,40.40311050415039,40.479414443446956,40.386760254051524,40.479414443446956,212000
2007-06-28,40.34864044189453,40.41949712646548,40.29958965250493,40.41949712646548,74300
2007-06-29,40.484893798828125,40.484893798828125,40.40313833376796,40.419492753384546,389200
2007-07-02,40.58494186401367,40.59587494443431,40.448255416389316,40.51386224159182,74900
2007-07-03,40.5029411315918,40.63962761961309,40.49200387659937,40.60682002597639,21900
2007-07-05,40.33890914916992,40.42092186297826,40.32250744067623,40.42092186297826,43100
2007-07-06,40.25688934326172,40.28969692580925,40.23501901200976,40.284228300161466,55400
2007-07-09,40.30063247680664,40.317034183416496,40.26782906358693,40.30610110278973,34900
2007-07-10,40.50838088989258,40.50838088989258,40.39903343468063,40.43730546113862,110400
2007-07-11,40.41000747680664,40.50841777329834,40.36079815721896,40.486551599416956,37300
2007-07-12,40.35531997680664,40.47560476139446,40.30064621235968,40.47560476139446,28100
2007-07-13,40.420902252197266,40.44824120064946,40.31155480106424,40.4045005516611,86400
2007-07-16,40.53023147583008,40.535700097328714,40.40995100221216,40.40995100221216,66700
2007-07-17,40.481056213378906,40.50839099833399,40.39904351583553,40.49198929309312,37500
2007-07-18,40.54665756225586,40.59586266627573,40.47010933710592,40.508381364011846,51500
2007-07-19,40.53023147583008,40.53023147583008,40.44822301003059,40.47008915335312,23500
2007-07-20,40.64506912231445,40.68880977490139,40.57946231477227,40.57946231477227,46300
2007-07-23,40.6341438293457,40.63961245480128,40.55213113286813,40.61774212431799,36700
2007-07-24,40.65053176879883,40.67240209187612,40.595858046774396,40.6669334682724,31400
2007-07-25,40.68883514404297,40.710705483972404,40.66150034763679,40.67790205974866,24900
2007-07-26,40.847373962402344,40.84737396240234,40.72708923151799,40.81457055264806,51500
2007-07-27,40.814571380615234,40.84190616551866,40.73802730874314,40.787232424372746,45700
2007-07-30,40.77629470825195,40.847370146526174,40.7434871302235,40.77629470825195,33600
2007-07-31,40.858314514160156,40.85831451416015,40.645079819513114,40.732561147710804,24300
2007-08-01,40.83854675292969,40.893443814283664,40.76718099200725,40.8769751147152,32600
2007-08-02,40.909889221191406,40.92087114023587,40.75068909042105,40.84950541994657,40600
2007-08-03,41.04714584350586,41.06361872686943,40.94284271246007,40.95931140744751,118800
2007-08-06,40.93190002441406,41.06365808735902,40.89347163648348,41.06365808735902,34100
2007-08-07,40.953819274902344,41.01420728037971,40.844025185875864,40.970287969418706,41700
2007-08-08,40.822086334228516,40.88247437048095,40.750720558829336,40.86051470380932,40900
2007-08-09,40.915401458740234,41.00872687727735,40.80560734144682,40.96481174338624,44900
2007-08-10,40.83854675292969,41.00324212536893,40.79462742849558,41.00324212536893,33900
2007-08-13,40.876983642578125,40.90992104858654,40.7616985331705,40.76718949696463,354100
2007-08-14,40.975826263427734,40.981317230734724,40.82760365318569,40.84956333403282,38900
2007-08-15,40.98129653930664,41.01972491429144,40.79464144053851,41.01972491429144,33600
2007-08-16,40.975826263427734,41.1460085545169,40.909947220886345,40.99778594427486,43100
2007-08-17,41.1020622253418,41.11303996325368,41.00324583062418,41.03618323273749,37300
2007-08-20,41.01422882080078,41.21186163554479,41.008737856952834,41.15696456219995,66500
2007-08-21,41.156982421875,41.26128983835816,41.15698242187501,41.250307905896754,24900
2007-08-22,41.156982421875,41.20090177496055,41.09659435847739,41.11855403502016,38900
2007-08-23,41.156982421875,41.211879519041915,41.11306306878946,41.129531779101534,46600
2007-08-24,41.19535827636719,41.21182696567836,41.11301064143659,41.18986731713856,54300
2007-08-27,41.3436279296875,41.3436279296875,41.13501731265233,41.13501731265233,82200
2007-08-28,41.45888900756836,41.47536189452216,41.360072627730815,41.37105455236668,55400
2007-08-29,41.365570068359375,41.45889550049478,41.32714170286963,41.41498036020487,92200
2007-08-30,41.43693542480469,41.45889089832361,41.398507063580716,41.431444462236335,44500
2007-08-31,41.4643669128418,49.90766329691427,41.33261317733974,41.33261317733974,23600
2007-09-04,41.439029693603516,41.51067432546361,41.36187264244836,41.49414127232235,85500
2007-09-05,41.59886932373047,41.60437754001733,41.46108823114422,41.52170804351653,56800
2007-09-06,41.52170181274414,41.59335066117429,41.48312328079892,41.57681760530414,46500
2007-09-07,41.78071594238281,41.81378624702792,41.64844733803174,41.76418289243182,45700
2007-09-10,41.9019660949707,41.9625900844404,41.83032147320803,41.85787515631213,94800
2007-09-11,41.802757263183594,41.89644734010603,41.8027572631836,41.868893661169096,36400
2007-09-12,41.73663330078125,41.791744874266314,41.72009604446655,41.791744874266314,73900
2007-09-13,41.63194274902344,41.68154193278402,41.59336420451653,41.665008871530496,77800
2007-09-14,41.63746643066406,41.79728886916484,41.57684238650979,41.79728886916484,45800
2007-09-17,41.6705207824707,41.6705207824707,41.58233885053871,41.653987721419945,39300
2007-09-18,41.786251068115234,41.84136266614835,41.58233353017274,41.653982391886665,74700
2007-09-19,41.720123291015625,41.77523910523922,41.6594992591667,41.77523910523922,93600
2007-09-20,41.42250061035156,41.653971786000994,41.41147577070483,41.637438731275225,112700
2007-09-21,41.59886932373047,41.59886932373047,41.455575810112094,41.53824530661289,233800
2007-09-24,41.57128143310547,41.58781447952937,41.52719050614693,41.554748386681574,121500
2007-09-25,41.59886932373047,41.72562557425248,41.587844481666224,41.709092515901375,77500
2007-09-26,41.60988998413086,41.6484685218866,41.52170806654902,41.543753545944476,173600
2007-09-27,41.698062896728516,41.71459595151837,41.60436857834543,41.609880998190164,36300
2007-09-28,41.714595794677734,41.81379832778822,41.642946951198624,41.81379832778822,129200
2007-10-01,41.68857192993164,41.74942342037533,41.644315533150355,41.644315533150355,246000
2007-10-02,41.83794403076172,41.83794403076172,41.70517902274186,41.74943543225632,214300
2007-10-03,41.81584167480469,41.87116433115766,41.73839502054187,41.86563122141714,99300
2007-10-04,41.860050201416016,41.860050201416016,41.76600854609165,41.80473182890293,70200
2007-10-05,41.68305206298828,41.7273084738246,41.627733659704695,41.71071337489189,80500
2007-10-08,41.804771423339844,41.82136652875931,41.69966346164947,41.78817631792037,43600
2007-10-09,41.66645812988281,41.73837163411125,41.63879681720524,41.71071454195743,67200
2007-10-10,41.7106819152832,41.743872088115474,41.6498304514104,41.67195864013873,69900
2007-10-11,41.74946594238281,41.75499905274654,41.60563461661197,41.627762837540295,125100
2007-10-12,41.68305206298828,41.754969785728214,41.64986186512286,41.66645696405557,61200
2007-10-15,41.649864196777344,41.766034116333415,41.62220288332519,41.6332690969156,394500
2007-10-16,41.73838424682617,41.74391735513846,41.694132041902954,41.72732225072662,107100
2007-10-17,41.94859313964844,41.94859313964844,41.73837726419987,41.78263368224423,90200
2007-10-18,42.00392150878906,42.01498350566019,41.9596650802539,41.98179329452148,92000
2007-10-19,42.20305633544922,42.20305633544922,42.06475821043616,42.075820203406714,117300
2007-10-22,42.17542266845703,42.192017779052975,42.11457111592085,42.153294447486914,90200
2007-10-23,42.164344787597656,42.208601212869304,42.12008836232601,42.131154578906425,84800
2007-10-24,42.33029556274414,42.38008509102616,42.252848936993935,42.28051025498668,207300
2007-10-25,42.297096252441406,42.346885770005436,42.2639060544145,42.31922445796724,88600
2007-10-26,42.236263275146484,42.30264792085276,42.16434974102548,42.21966816885129,154300
2007-10-29,42.241783142089844,42.2639113503885,42.1809316243996,42.20305983269825,54500
2007-10-30,42.252838134765625,42.252838134765625,42.19751973344724,42.22518104436818,86800
2007-10-31,42.09796142578125,42.23625959355355,42.04264300277736,42.192003166940374,116100
2007-11-01,42.3394889831543,42.34504288920988,42.16735602293286,42.16735602293286,141200
2007-11-02,42.38947677612305,42.42834989619754,42.250658729196175,42.250658729196175,105800
2007-11-05,42.267333984375,42.43946706202404,42.22846508824806,42.43946706202404,63500
2007-11-06,42.200660705566406,42.311713381289,42.17289541844175,42.311713381289,55800
2007-11-07,42.261756896972656,42.32283716258711,42.167361663346554,42.32283716258711,88700
2007-11-08,42.31172180175781,42.38945953751184,42.261749358654015,42.38945953751184,552500
2007-11-09,42.36726379394531,42.48387042897132,42.28397212995816,42.48387042897132,36000
2007-11-12,42.46165084838867,42.46165084838867,42.20067232853467,42.20067232853467,47700
